1,肖申克的救赎 The Shawshank Redemption,导演 : 弗兰克·德拉邦特,9.6,1232512,1994-09-10, 美国, 英语,剧情 犯罪
126,岁月神偷 歲月神偷,导演 : 罗启锐,8.6,353778,2010-04-16, 香港 / 中国大陆, 粤语 / 汉语普通话 / 英语 / 上海话 / 法语,剧情 家庭
127,小森林 冬春篇 リトル・フォレスト 冬・春,导演 : 森淳一,9.0,155445,2015-02-14, 日本, 日语,剧情
128,怪兽电力公司 Monsters, Inc.,导演 : 彼特·道格特 大卫·斯沃曼 李·昂克里奇,8.6,302656,2001-11-02, 美国, 英语,喜剧 动画 儿童 奇幻 冒险
129,萤火虫之墓 火垂るの墓,导演 : 高畑勋,8.7,239430,1988-04-16, 日本, 日语,剧情 动画 战争
130,谍影重重3 The Bourne Ultimatum,导演 : 保罗·格林格拉斯,8.7,218400,2007-11-15, 美国 / 德国, 英语 / 法语 / 阿拉伯语 / 俄语 / 西班牙语,动作 悬疑 惊悚
131,电锯惊魂 Saw,导演 : 温子仁,8.7,238252,2004-01-19, 美国, 英语,悬疑 惊悚 恐怖
132,7号房的礼物 7번방의 선물,导演 : 李焕庆,8.7,222569,2013-01-23, 韩国, 韩语,剧情 喜剧 家庭
133,东邪西毒 東邪西毒,导演 : 王家卫,8.6,307733,1994-09-17, 香港 / 台湾, 粤语 / 汉语普通话,剧情 动作 爱情 武侠 古装
134,喜宴 囍宴,导演 : 李安,8.8,168717,1993-02(柏林, 台湾 / 美国, 汉语普通话 / 英语,剧情 喜剧 爱情 同性 家庭
135,疯狂原始人 The Croods,导演 : 柯克·德·米科 克里斯·桑德斯,8.7,442711,2013-04-20, 美国, 英语,喜剧 动画 冒险
136,贫民窟的百万富翁 Slumdog Millionaire,导演 : 丹尼·博伊尔 洛芙琳·坦丹,8.5,448713,2009-03-26, 英国 / 美国, 英语 / 印地语 / 法语,剧情 爱情
137,萤火之森 蛍火の杜へ,导演 : 大森贵弘,8.8,205331,2011-09-17, 日本, 日语,剧情 爱情 动画 奇幻
138,记忆碎片 Memento,导演 : 克里斯托弗·诺兰,8.6,329494,2000-09-05, 美国, 英语,剧情 悬疑 惊悚 犯罪
139,黑天鹅 Black Swan,导演 : 达伦·阿伦诺夫斯基,8.5,486937,2010-09-01, 美国, 英语 / 法语 / 意大利语,剧情 惊悚
140,真爱至上 Love Actually,导演 : 理查德·柯蒂斯,8.5,364114,2003-09-07, 英国 / 美国 / 法国, 英语 / 葡萄牙语 / 法语,剧情 喜剧 爱情
141,英雄本色,导演 : 吴宇森,8.6,220530,2017-11-17, 香港, 粤语 / 汉语普通话 / 英语,动作 犯罪
142,超能陆战队 Big Hero 6,导演 : 唐·霍尔 克里斯·威廉姆斯,8.6,462852,2015-02-28, 美国, 英语,喜剧 动作 科幻 动画 冒险
143,唐伯虎点秋香 唐伯虎點秋香,导演 : 李力持,8.5,431134,1993-07-01, 香港, 粤语,喜剧 爱情 古装
144,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,导演 : 克里斯托弗·诺兰,8.6,352207,2012-08-27, 美国 / 英国, 英语 / 阿拉伯语,剧情 动作 科幻 惊悚 犯罪
145,雨人 Rain Man,导演 : 巴瑞·莱文森,8.7,238119,1988-12-16, 美国, 英语 / 意大利语,剧情
146,心迷宫,导演 : 忻钰坤,8.7,228701,2015-10-16, 中国大陆, 汉语普通话,剧情 悬疑 犯罪
147,卢旺达饭店 Hotel Rwanda,导演 : 特瑞·乔治,8.9,143238,2004-12-22, 英国 / 南非 / 意大利 / 美国, 英语 / 法语,剧情 历史 战争
148,傲慢与偏见 Pride & Prejudice,导演 : 乔·赖特,8.5,365536,2005-09-16, 法国 / 英国 / 美国, 英语,剧情 爱情
149,荒蛮故事 Relatos salvajes,导演 : 达米安·斯兹弗隆,8.8,183354,2014-05-17, 阿根廷 / 西班牙, 西班牙语,剧情 喜剧 犯罪
150,海洋 Océans,导演 : 雅克·贝汉 雅克·克鲁奥德,9.0,108077,2011-08-12, 法国 / 瑞士 / 西班牙 / 美国 / 阿联酋, 法语,纪录片
151,纵横四海 緃横四海,导演 : 吴宇森,8.7,186042,1991-02-02, 香港, 粤语 / 汉语普通话 / 客家话 / 英语 / 法语,剧情 喜剧 动作 犯罪
152,无人知晓 誰も知らない,导演 : 是枝裕和,9.1,96078,2004-05-13, 日本, 日语,剧情
153,海边的曼彻斯特 Manchester by the Sea,导演 : 肯尼思·洛纳根,8.6,250572,2017-08-25, 美国, 英语,剧情 家庭
154,时空恋旅人 About Time,导演 : 理查德·柯蒂斯,8.7,251325,2013-09-04, 英国, 英语,剧情 爱情 奇幻
155,教父3 The Godfather: Part III,导演 : 弗朗西斯·福特·科波拉,8.8,159970,1990-12-25, 美国, 英语 / 意大利语 / 德语 / 拉丁语,剧情 犯罪
156,虎口脱险 La grande vadrouille,导演 : 热拉尔·乌里,8.9,123809,1966-12-08, 法国 / 英国, 法语 / 英语 / 德语,喜剧 战争
157,玩具总动员3 Toy Story 3,导演 : 李·昂克里奇,8.8,229065,2010-06-16, 美国, 英语 / 西班牙语,喜剧 动画 奇幻 冒险
158,完美的世界 A Perfect World,导演 : 克林特·伊斯特伍德,9.0,100303,1993-11-24, 美国, 英语,剧情 犯罪
159,花样年华 花樣年華,导演 : 王家卫,8.6,292960,2000-05-20, 香港, 粤语 / 上海话 / 法语,剧情 爱情
160,达拉斯买家俱乐部 Dallas Buyers Club,导演 : 让-马克·瓦雷,8.7,226224,2013-09-07, 美国, 英语 / 日语,剧情 同性 传记
161,恋恋笔记本 The Notebook,导演 : 尼克·卡萨维茨,8.5,336331,2004-06-25, 美国, 英语,剧情 爱情
162,血战钢锯岭 Hacksaw Ridge,导演 : 梅尔·吉布森,8.7,394376,2016-12-08, 美国 / 澳大利亚, 英语,剧情 传记 历史 战争
163,燃情岁月 Legends of the Fall,导演 : 爱德华·兹威克,8.7,167156,1994-12-16, 美国, 英语 / 康沃尔语,剧情 爱情 家庭 西部
164,二十二,导演 : 郭柯,8.7,135454,2017-08-14,<span property="v:initialReleaseDate" content="2016-06-25(莫斯科电影节)">2016-06-25(莫斯科电影节)</span>, / 112分钟,纪录片
165,雨中曲 Singin' in the Rain,导演 : 斯坦利·多南 吉恩·凯利,9.0,108121,1952-04-11, 美国, 英语,喜剧 爱情 歌舞
166,魂断蓝桥 Waterloo Bridge,导演 : 茂文·勒鲁瓦,8.8,148125,1940-05-17, 美国, 英语,剧情 爱情 战争
167,穿越时空的少女 時をかける少女,导演 : 细田守,8.6,216192,2006-07-15, 日本, 日语,剧情 爱情 科幻 动画
168,冰川时代 Ice Age,导演 : 卡洛斯·沙尔丹哈 克里斯·韦奇,8.5,325601,2002-03-15, 美国, 英语 / 克罗地亚语,喜剧 动画 冒险
169,我是山姆 I Am Sam,导演 : 杰茜·尼尔森,8.8,127273,2001-12-03, 美国, 英语,剧情 家庭
170,猜火车 Trainspotting,导演 : 丹尼·博伊尔,8.5,280609,1996-02-23, 英国, 英语,剧情 犯罪
171,人工智能 Artificial Intelligence: AI,导演 : 史蒂文·斯皮尔伯格,8.6,224881,2001-06-29, 美国, 英语,剧情 科幻 冒险
172,头脑特工队 Inside Out,导演 : 彼特·道格特 罗纳尔多·德尔·卡门,8.7,283603,2015-10-06, 美国, 英语,喜剧 动画 冒险
173,被解救的姜戈 Django Unchained,导演 : 昆汀·塔伦蒂诺,8.6,305154,2013-05-12, 美国, 英语 / 法语 / 德语,剧情 动作 西部 冒险
174,爆裂鼓手 Whiplash,导演 : 达米恩·查泽雷,8.6,281290,2014-10-10, 美国, 英语,剧情 音乐
175,未麻的部屋 Perfect Blue,导演 : 今敏,8.9,121289,1997-07(加拿, 日本, 日语,动画 惊悚 奇幻
176,罗生门 羅生門,导演 : 黑泽明,8.7,151399,1950-08-26, 日本, 日语,剧情 悬疑 犯罪
177,你的名字。 君の名は。,导演 : 新海诚,8.4,604007,2016-12-02, 日本, 日语,剧情 爱情 动画
178,浪潮 Die Welle,导演 : 丹尼斯·甘塞尔,8.7,154395,2008-03-13, 德国, 德语,剧情 惊悚
179,无敌破坏王 Wreck-It Ralph,导演 : 瑞奇·摩尔,8.7,244609,2012-11-06, 美国, 英语,喜剧 动画 奇幻 冒险
180,香水 Perfume: The Story of a Murderer,导演 : 汤姆·提克威,8.4,320492,2006-09-07, 德国 / 法国 / 西班牙 / 美国, 英语,剧情 犯罪 奇幻
181,阿飞正传 阿飛正傳,导演 : 王家卫,8.5,250810,2018-06-25, 香港, 粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话,剧情 爱情 犯罪
182,朗读者 The Reader,导演 : 史蒂芬·戴德利,8.5,308045,2008-12-10, 美国 / 德国, 英语 / 德语 / 希腊语 / 拉丁语,剧情 爱情
183,房间 Room,导演 : 伦尼·阿伯拉罕森,8.8,192205,2015-09-04, 爱尔兰 / 加拿大 / 英国 / 美国, 英语,剧情 家庭
184,恐怖游轮 Triangle,导演 : 克里斯托弗·史密斯,8.4,389637,2009-10-16, 英国 / 澳大利亚, 英语,剧情 悬疑 惊悚
185,模仿游戏 The Imitation Game,导演 : 莫滕·泰杜姆,8.6,305741,2015-07-21, 英国 / 美国, 英语 / 德语,剧情 同性 传记 战争
186,可可西里,导演 : 陆川,8.7,151651,2004-10-01, 中国大陆 / 香港, 汉语普通话 / 藏语,剧情 犯罪
187,一个叫欧维的男人决定去死 En man som heter Ove,导演 : 汉内斯·赫尔姆,8.8,156713,2015-12-25, 瑞典, 瑞典语 / 波斯语,剧情
188,忠犬八公物语 ハチ公物語,导演 : 神山征二郎,9.1,77225,1987-08-01, 日本, 日语,剧情
189,魔女宅急便 魔女の宅急便,导演 : 宫崎骏,8.5,233963,1989-07-29, 日本, 日语,动画 奇幻 冒险
190,一次别离 جدایی نادر از سیمین,导演 : 阿斯哈·法哈蒂,8.7,152013,2012-11-13, 伊朗 / 法国, 波斯语,剧情 家庭
191,战争之王 Lord of War,导演 : 安德鲁·尼科尔,8.6,199072,2005-09-16, 美国 / 法国, 英语 / 法语 / 德语 / 俄语 / 西班牙语 / 乌克兰语 / 阿拉伯语 / 土耳其语 / 汉语普通话,剧情 犯罪
192,哪吒闹海,导演 : 严定宪 王树忱 徐景达,8.9,100490,1979-05-19, 中国大陆, 汉语普通话,动画 奇幻 冒险
193,完美陌生人 Perfetti sconosciuti,导演 : 保罗·格诺维塞,8.6,258028,2018-05-25, 意大利, 意大利语,剧情 喜剧
194,谍影重重 The Bourne Identity,导演 : 道格·里曼,8.5,226854,2002-11-21, 美国 / 德国 / 捷克, 英语 / 法语 / 德语 / 荷兰语 / 意大利语,动作 悬疑 惊悚
195,追随 Following,导演 : 克里斯托弗·诺兰,8.9,95181,1998-09-12, 英国, 英语,悬疑 惊悚 犯罪
196,牯岭街少年杀人事件 牯嶺街少年殺人事件,导演 : 杨德昌,8.8,127679,1991-07-27, 台湾, 汉语普通话 / 闽南语 / 上海话 / 粤语,剧情 犯罪
197,地球上的星星 Taare Zameen Par,导演 : 阿米尔·汗,8.9,101595,2007-12-21, 印度, 印地语 / 英语,剧情 家庭 儿童
198,谍影重重2 The Bourne Supremacy,导演 : 保罗·格林格拉斯,8.6,188942,2004-11-14, 美国 / 德国, 英语 / 俄语 / 德语 / 意大利语,动作 悬疑 惊悚
199,撞车 Crash,导演 : 保罗·哈吉斯,8.6,197963,2004-09-10, 美国 / 德国, 英语 / 波斯语 / 西班牙语 / 汉语普通话 / 韩语,剧情 犯罪
200,黑客帝国3：矩阵革命 The Matrix Revolutions,导演 : 莉莉·沃卓斯基 拉娜·沃卓斯基,8.6,187747,2003-11-05, 美国 / 澳大利亚, 英语 / 法语,动作 科幻
201,惊魂记 Psycho,导演 : 阿尔弗雷德·希区柯克,8.9,101538,1960-06-16, 美国, 英语,悬疑 惊悚 恐怖
202,青蛇,导演 : 徐克,8.5,264298,1993-11-04, 香港, 粤语,剧情 奇幻 古装
203,梦之安魂曲 Requiem for a Dream,导演 : 达伦·阿伦诺夫斯基,8.7,129077,2000-05-14, 美国, 英语,剧情
204,海街日记 海街diary,导演 : 是枝裕和,8.7,171224,2015-05-14, 日本, 日语,剧情 家庭
205,小萝莉的猴神大叔 Bajrangi Bhaijaan,导演 : 卡比尔·汗,8.5,212778,2018-03-02, 印度, 印地语 / 乌尔都语,剧情 喜剧 动作
206,再次出发之纽约遇见你 Begin Again,导演 : 约翰·卡尼,8.5,208044,2015-06-26, 美国, 英语,喜剧 爱情 音乐
207,新龙门客栈 新龍門客棧,导演 : 李惠民,8.5,220780,2012-02-24, 香港 / 中国大陆, 汉语普通话 / 粤语,剧情 动作 武侠 古装
208,步履不停 歩いても 歩いても,导演 : 是枝裕和,8.8,109498,2008-06-28, 日本, 日语,剧情 家庭
209,源代码 Source Code,导演 : 邓肯·琼斯,8.4,463775,2011-08-30, 美国 / 加拿大, 英语,科幻 悬疑 惊悚
210,东京物语 東京物語,导演 : 小津安二郎,9.2,61803,1953-11-03, 日本, 日语,剧情 家庭
211,终结者2：审判日 Terminator 2: Judgment Day,导演 : 詹姆斯·卡梅隆,8.6,166949,1991-07-03, 美国 / 法国, 英语 / 西班牙语,动作 科幻
212,初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,导演 : 普特鹏·普罗萨卡·那·萨克那卡林 华森·波克彭,8.3,541615,2012-06-05, 泰国, 泰语 / 印度尼西亚语 / 英语,剧情 喜剧 爱情
213,疯狂的石头,导演 : 宁浩,8.3,377937,2006-06-30, 中国大陆 / 香港, 汉语普通话 / 重庆话,喜剧 犯罪
214,城市之光 City Lights,导演 : 查理·卓别林,9.2,54635,1931-01-30, 美国, 英语,剧情 喜剧 爱情
215,绿里奇迹 The Green Mile,导演 : 弗兰克·德拉邦特,8.7,125222,1999-12-10, 美国, 英语 / 法语,剧情 悬疑 犯罪 奇幻
216,爱在午夜降临前 Before Midnight,导演 : 理查德·林克莱特,8.8,139766,2013-06-14, 美国, 英语 / 希腊语 / 法语,剧情 爱情
217,无耻混蛋 Inglourious Basterds,导演 : 昆汀·塔伦蒂诺,8.5,257120,2009-08-20, 美国 / 德国, 英语 / 德语 / 法语 / 意大利语,剧情 犯罪
218,末路狂花 Thelma & Louise,导演 : 雷德利·斯科特,8.7,121452,1991-05-24, 美国 / 法国, 英语,剧情 惊悚 犯罪
219,秒速5厘米 秒速5センチメートル,导演 : 新海诚,8.3,355756,2007-03-03, 日本, 日语,剧情 爱情 动画
220,这个男人来自地球 The Man from Earth,导演 : 理查德·沙因克曼,8.5,213058,2007-11-13, 美国, 英语,剧情 科幻
221,勇闯夺命岛 The Rock,导演 : 迈克尔·贝,8.6,162031,1996-06-07, 美国, 英语,动作 冒险
222,E.T. 外星人 E.T.: The Extra-Terrestrial,导演 : 史蒂文·斯皮尔伯格,8.5,181283,1982-05-26, 美国, 英语,剧情 科幻
223,变脸 Face/Off,导演 : 吴宇森,8.4,243764,1997-06-27, 美国, 英语 / 拉丁语,动作 科幻 惊悚 犯罪
224,碧海蓝天 Le grand bleu,导演 : 吕克·贝松,8.7,115942,1988-05-11, 法国 / 美国 / 意大利, 法语 / 英语 / 意大利语,剧情 爱情
225,彗星来的那一夜 Coherence,导演 : 詹姆斯·沃德·布柯特,8.4,224473,2013-09-19, 美国 / 英国, 英语,科幻 悬疑 惊悚
226,卡萨布兰卡 Casablanca,导演 : 迈克尔·柯蒂兹,8.6,142459,1942-11-26, 美国, 英语 / 法语 / 德语 / 意大利语,剧情 爱情 战争
227,黄金三镖客 Il buono, il brutto, il cattivo.,导演 : 赛尔乔·莱昂内,9.1,61144,1966-12-23, 意大利 / 西班牙 / 西德, 意大利语 / 英语,西部 冒险
228,发条橙 A Clockwork Orange,导演 : 斯坦利·库布里克,8.5,210489,1971-12-19, 英国 / 美国, 英语,剧情 科幻 犯罪
229,聚焦 Spotlight,导演 : 汤姆·麦卡锡,8.8,151001,2015-09-03, 美国, 英语,剧情 传记
230,血钻 Blood Diamond,导演 : 爱德华·兹威克,8.6,160313,2006-12-08, 美国 / 德国, 英语 / 门德语 / 南非荷兰语,剧情 惊悚 冒险
231,美国丽人 American Beauty,导演 : 萨姆·门德斯,8.5,211579,1999-09-08, 美国, 英语,剧情 爱情 家庭
232,海盗电台 The Boat That Rocked,导演 : 理查德·柯蒂斯,8.6,181879,2009-04-01, 英国 / 德国 / 法国, 英语,剧情 喜剧 音乐
233,国王的演讲 The King's Speech,导演 : 汤姆·霍珀,8.3,388891,2012-02-24, 英国 / 澳大利亚 / 美国, 英语,剧情 传记 历史
234,非常嫌疑犯 The Usual Suspects,导演 : 布莱恩·辛格,8.6,138534,1995-01-25, 德国 / 美国, 英语 / 匈牙利语 / 西班牙语 / 法语,剧情 悬疑 惊悚 犯罪
235,荒野生存 Into the Wild,导演 : 西恩·潘,8.6,145710,2007-09-21, 美国, 英语 / 丹麦语,剧情 传记 冒险
236,黑鹰坠落 Black Hawk Down,导演 : 雷德利·斯科特,8.6,140504,2001-12-18, 美国, 英语 / 阿拉伯语 / 索马里语,动作 历史 战争
237,我爱你 그대를 사랑합니다,导演 : 秋昌旼,9.0,70394,2011-02-17, 韩国, 韩语,剧情 爱情
238,英国病人 The English Patient,导演 : 安东尼·明格拉,8.5,193442,1996-12-06, 美国 / 英国, 英语 / 德语 / 意大利语 / 阿拉伯语,剧情 爱情 战争
239,千钧一发 Gattaca,导演 : 安德鲁·尼科尔,8.7,107075,1997-10-24, 美国, 英语 / 世界语,剧情 科幻 惊悚
240,遗愿清单 The Bucket List,导演 : 罗伯·莱纳,8.5,155893,2007-12-25, 美国, 英语,剧情 喜剧 冒险
241,2001太空漫游 2001: A Space Odyssey,导演 : 斯坦利·库布里克,8.7,114975,1968-04-02, 英国 / 美国, 英语 / 俄语,科幻 惊悚 冒险
242,荒岛余生 Cast Away,导演 : 罗伯特·泽米吉斯,8.5,159293,2000-12-22, 美国, 英语 / 俄语,剧情 冒险
243,迁徙的鸟 Le peuple migrateur,导演 : 雅克·贝汉 雅克·克鲁奥德 米歇尔·德巴,9.1,56866,2001-12-12, 法国 / 德国 / 意大利 / 西班牙 / 瑞士, 法语,纪录片
244,勇士 Warrior,导演 : 加文·欧康诺,8.9,98011,2011-09-09, 美国, 英语,剧情 家庭 运动
245,枪火 鎗火,导演 : 杜琪峰,8.7,115930,1999-11-19, 香港, 粤语,剧情 动作 犯罪
246,燕尾蝶 スワロウテイル,导演 : 岩井俊二,8.6,116822,1996-09-14, 日本, 日语 / 粤语 / 英语 / 汉语普通话,剧情 犯罪
247,叫我第一名 Front of the Class,导演 : 彼得·维纳,8.6,122239,2008-12-07, 美国, 英语,剧情 传记
248,海蒂和爷爷 Heidi,导演 : 阿兰·葛斯彭纳,9.0,66159,2015-12-10, 德国 / 瑞士 / 南非, 德语 / 瑞士德语 / 南非语,剧情 家庭 冒险
249,穆赫兰道 Mulholland Dr.,导演 : 大卫·林奇,8.3,265227,2001-05-16, 法国 / 美国, 英语 / 西班牙语,剧情 悬疑 惊悚
250,大卫·戈尔的一生 The Life of David Gale,导演 : 艾伦·帕克,8.6,113132,2003-02-21, 美国 / 德国 / 英国, 英语 / 西班牙语,剧情 悬疑 犯罪
